position,srx,status,r2_file,timestamp,error
274/801,SRX20970826,success,designated_clustering_1/SRX20970826_clustered.h5ad,2026-05-18 17:44:30,
275/801,SRX20612052,success,designated_clustering_1/SRX20612052_clustered.h5ad,2026-05-18 17:44:59,
272/801,SRX19704194,success,designated_clustering_1/SRX19704194_clustered.h5ad,2026-05-18 17:45:07,
264/801,SRX20407497,success,designated_clustering_1/SRX20407497_clustered.h5ad,2026-05-18 17:45:18,
278/801,SRX22130035,success,designated_clustering_1/SRX22130035_clustered.h5ad,2026-05-18 17:46:27,
277/801,SRX24275202,success,designated_clustering_1/SRX24275202_clustered.h5ad,2026-05-18 17:47:06,
276/801,SRX21808827,success,designated_clustering_1/SRX21808827_clustered.h5ad,2026-05-18 17:47:07,
271/801,SRX19704143,success,designated_clustering_1/SRX19704143_clustered.h5ad,2026-05-18 17:47:07,
273/801,SRX19704144,success,designated_clustering_1/SRX19704144_clustered.h5ad,2026-05-18 17:47:48,
283/801,SRX22836420,success,designated_clustering_1/SRX22836420_clustered.h5ad,2026-05-18 17:48:03,
285/801,SRX22226496,success,designated_clustering_1/SRX22226496_clustered.h5ad,2026-05-18 17:48:35,
284/801,SRX22226494,success,designated_clustering_1/SRX22226494_clustered.h5ad,2026-05-18 17:48:37,
286/801,SRX22226498,success,designated_clustering_1/SRX22226498_clustered.h5ad,2026-05-18 17:48:40,
282/801,SRX21203377,success,designated_clustering_1/SRX21203377_clustered.h5ad,2026-05-18 17:48:58,
287/801,SRX22226500,success,designated_clustering_1/SRX22226500_clustered.h5ad,2026-05-18 17:49:00,
281/801,SRX22478206,success,designated_clustering_1/SRX22478206_clustered.h5ad,2026-05-18 17:49:21,
289/801,SRX23331468,success,designated_clustering_1/SRX23331468_clustered.h5ad,2026-05-18 17:49:25,
279/801,SRX21897876,success,designated_clustering_1/SRX21897876_clustered.h5ad,2026-05-18 17:49:28,
290/801,SRX22996311,success,designated_clustering_1/SRX22996311_clustered.h5ad,2026-05-18 17:49:50,
288/801,SRX22226492,success,designated_clustering_1/SRX22226492_clustered.h5ad,2026-05-18 17:49:51,
291/801,SRX22996313,success,designated_clustering_1/SRX22996313_clustered.h5ad,2026-05-18 17:50:09,
292/801,SRX22996364,success,designated_clustering_1/SRX22996364_clustered.h5ad,2026-05-18 17:50:09,
295/801,SRX22996391,success,designated_clustering_1/SRX22996391_clustered.h5ad,2026-05-18 17:50:20,
294/801,SRX22996380,success,designated_clustering_1/SRX22996380_clustered.h5ad,2026-05-18 17:50:33,
297/801,SRX22996393,success,designated_clustering_1/SRX22996393_clustered.h5ad,2026-05-18 17:50:40,
296/801,SRX22996381,success,designated_clustering_1/SRX22996381_clustered.h5ad,2026-05-18 17:50:43,
298/801,SRX22996361,success,designated_clustering_1/SRX22996361_clustered.h5ad,2026-05-18 17:50:48,
280/801,SRX21808834,success,designated_clustering_1/SRX21808834_clustered.h5ad,2026-05-18 17:51:15,
301/801,SRX22996363,success,designated_clustering_1/SRX22996363_clustered.h5ad,2026-05-18 17:51:16,
300/801,SRX22996353,success,designated_clustering_1/SRX22996353_clustered.h5ad,2026-05-18 17:51:19,
299/801,SRX22996397,success,designated_clustering_1/SRX22996397_clustered.h5ad,2026-05-18 17:51:19,
293/801,SRX23331472,success,designated_clustering_1/SRX23331472_clustered.h5ad,2026-05-18 17:51:20,
305/801,SRX23395191,success,designated_clustering_1/SRX23395191_clustered.h5ad,2026-05-18 17:51:33,
303/801,SRX22996354,success,designated_clustering_1/SRX22996354_clustered.h5ad,2026-05-18 17:51:37,
310/801,SRX22996349,success,designated_clustering_1/SRX22996349_clustered.h5ad,2026-05-18 17:52:04,
312/801,SRX22996347,success,designated_clustering_1/SRX22996347_clustered.h5ad,2026-05-18 17:52:27,
309/801,SRX21256826,success,designated_clustering_1/SRX21256826_clustered.h5ad,2026-05-18 17:52:45,
311/801,SRX22996345,success,designated_clustering_1/SRX22996345_clustered.h5ad,2026-05-18 17:52:53,
306/801,SRX22996368,success,designated_clustering_1/SRX22996368_clustered.h5ad,2026-05-18 17:53:26,
308/801,SRX22996367,success,designated_clustering_1/SRX22996367_clustered.h5ad,2026-05-18 17:53:28,
314/801,SRX22996371,success,designated_clustering_1/SRX22996371_clustered.h5ad,2026-05-18 17:53:30,
313/801,SRX23395192,success,designated_clustering_1/SRX23395192_clustered.h5ad,2026-05-18 17:53:32,
316/801,SRX22996395,success,designated_clustering_1/SRX22996395_clustered.h5ad,2026-05-18 17:53:35,
302/801,SRX23395179,success,designated_clustering_1/SRX23395179_clustered.h5ad,2026-05-18 17:53:35,
304/801,SRX23331471,success,designated_clustering_1/SRX23331471_clustered.h5ad,2026-05-18 17:53:36,
315/801,SRX22996376,success,designated_clustering_1/SRX22996376_clustered.h5ad,2026-05-18 17:54:03,
307/801,SRX23395185,success,designated_clustering_1/SRX23395185_clustered.h5ad,2026-05-18 17:54:04,
317/801,SRX22996394,success,designated_clustering_1/SRX22996394_clustered.h5ad,2026-05-18 17:54:09,
319/801,SRX22996359,success,designated_clustering_1/SRX22996359_clustered.h5ad,2026-05-18 17:54:18,
318/801,SRX22996358,success,designated_clustering_1/SRX22996358_clustered.h5ad,2026-05-18 17:54:23,
321/801,SRX22996365,success,designated_clustering_1/SRX22996365_clustered.h5ad,2026-05-18 17:54:45,
325/801,SRX23395184,success,designated_clustering_1/SRX23395184_clustered.h5ad,2026-05-18 17:54:49,
320/801,SRX22996355,success,designated_clustering_1/SRX22996355_clustered.h5ad,2026-05-18 17:55:15,
328/801,SRX17412852,success,designated_clustering_1/SRX17412852_clustered.h5ad,2026-05-18 17:55:17,
326/801,SRX22996387,success,designated_clustering_1/SRX22996387_clustered.h5ad,2026-05-18 17:55:19,
327/801,SRX22996386,success,designated_clustering_1/SRX22996386_clustered.h5ad,2026-05-18 17:55:32,
270/801,SRX19704145,success,designated_clustering_1/SRX19704145_clustered.h5ad,2026-05-18 17:55:36,
324/801,SRX22996337,success,designated_clustering_1/SRX22996337_clustered.h5ad,2026-05-18 17:55:49,
323/801,SRX23395188,success,designated_clustering_1/SRX23395188_clustered.h5ad,2026-05-18 17:56:03,
331/801,SRX25038164,success,designated_clustering_1/SRX25038164_clustered.h5ad,2026-05-18 17:56:39,
330/801,SRX25038162,success,designated_clustering_1/SRX25038162_clustered.h5ad,2026-05-18 17:56:44,
329/801,SRX25038161,success,designated_clustering_1/SRX25038161_clustered.h5ad,2026-05-18 17:56:46,
322/801,SRX23331463,success,designated_clustering_1/SRX23331463_clustered.h5ad,2026-05-18 17:57:01,
334/801,SRX25038169,success,designated_clustering_1/SRX25038169_clustered.h5ad,2026-05-18 17:57:14,
332/801,SRX25038165,success,designated_clustering_1/SRX25038165_clustered.h5ad,2026-05-18 17:57:30,
335/801,SRX25038171,success,designated_clustering_1/SRX25038171_clustered.h5ad,2026-05-18 17:57:55,
339/801,SRX22996330,success,designated_clustering_1/SRX22996330_clustered.h5ad,2026-05-18 17:57:59,
340/801,SRX22996327,success,designated_clustering_1/SRX22996327_clustered.h5ad,2026-05-18 17:58:02,
338/801,ERX11876759,success,designated_clustering_1/ERX11876759_clustered.h5ad,2026-05-18 17:58:55,
342/801,SRX22996342,success,designated_clustering_1/SRX22996342_clustered.h5ad,2026-05-18 17:59:00,
343/801,SRX22996319,success,designated_clustering_1/SRX22996319_clustered.h5ad,2026-05-18 17:59:01,
341/801,SRX22996315,success,designated_clustering_1/SRX22996315_clustered.h5ad,2026-05-18 17:59:10,
344/801,SRX22996318,success,designated_clustering_1/SRX22996318_clustered.h5ad,2026-05-18 17:59:25,
346/801,SRX26487585,success,designated_clustering_1/SRX26487585_clustered.h5ad,2026-05-18 17:59:29,
348/801,SRX26487581,success,designated_clustering_1/SRX26487581_clustered.h5ad,2026-05-18 17:59:32,
345/801,SRX22996338,success,designated_clustering_1/SRX22996338_clustered.h5ad,2026-05-18 17:59:38,
347/801,SRX26487593,success,designated_clustering_1/SRX26487593_clustered.h5ad,2026-05-18 17:59:46,
350/801,SRX26487595,success,designated_clustering_1/SRX26487595_clustered.h5ad,2026-05-18 17:59:51,
336/801,SRX24841614,success,designated_clustering_1/SRX24841614_clustered.h5ad,2026-05-18 18:00:10,
354/801,SRX26487582,success,designated_clustering_1/SRX26487582_clustered.h5ad,2026-05-18 18:00:23,
356/801,SRX26487573,success,designated_clustering_1/SRX26487573_clustered.h5ad,2026-05-18 18:00:36,
358/801,SRX26487568,success,designated_clustering_1/SRX26487568_clustered.h5ad,2026-05-18 18:01:03,
351/801,SRX26487569,success,designated_clustering_1/SRX26487569_clustered.h5ad,2026-05-18 18:01:05,
359/801,SRX26487584,success,designated_clustering_1/SRX26487584_clustered.h5ad,2026-05-18 18:01:07,
353/801,SRX26487598,success,designated_clustering_1/SRX26487598_clustered.h5ad,2026-05-18 18:01:12,
333/801,SRX25038167,success,designated_clustering_1/SRX25038167_clustered.h5ad,2026-05-18 18:01:20,
355/801,SRX24841617,success,designated_clustering_1/SRX24841617_clustered.h5ad,2026-05-18 18:01:27,
360/801,SRX26487587,success,designated_clustering_1/SRX26487587_clustered.h5ad,2026-05-18 18:01:35,
366/801,SRX11987912,success,designated_clustering_1/SRX11987912_clustered.h5ad,2026-05-18 18:02:08,
357/801,SRX24841618,success,designated_clustering_1/SRX24841618_clustered.h5ad,2026-05-18 18:02:09,
352/801,SRX26487586,success,designated_clustering_1/SRX26487586_clustered.h5ad,2026-05-18 18:02:29,
363/801,SRX26487594,success,designated_clustering_1/SRX26487594_clustered.h5ad,2026-05-18 18:03:17,
370/801,SRX12571169,failed,,2026-05-18 18:03:19,"ValueError: Found array with 0 sample(s) (shape=(0, 318)) while a minimum of 1 is required."
371/801,SRX12708374,failed,,2026-05-18 18:03:21,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
372/801,SRX12708376,failed,,2026-05-18 18:03:23,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
367/801,SRX12571167,success,designated_clustering_1/SRX12571167_clustered.h5ad,2026-05-18 18:03:44,
369/801,SRX11987906,success,designated_clustering_1/SRX11987906_clustered.h5ad,2026-05-18 18:03:57,
365/801,SRX10957183,success,designated_clustering_1/SRX10957183_clustered.h5ad,2026-05-18 18:04:01,
375/801,SRX12708356,success,designated_clustering_1/SRX12708356_clustered.h5ad,2026-05-18 18:04:24,
373/801,SRX11987908,success,designated_clustering_1/SRX11987908_clustered.h5ad,2026-05-18 18:04:29,
362/801,SRX26487592,success,designated_clustering_1/SRX26487592_clustered.h5ad,2026-05-18 18:04:29,
379/801,SRX11987892,success,designated_clustering_1/SRX11987892_clustered.h5ad,2026-05-18 18:05:23,
378/801,SRX11987902,success,designated_clustering_1/SRX11987902_clustered.h5ad,2026-05-18 18:05:24,
364/801,SRX11143430,success,designated_clustering_1/SRX11143430_clustered.h5ad,2026-05-18 18:06:02,
376/801,SRX13061245,success,designated_clustering_1/SRX13061245_clustered.h5ad,2026-05-18 18:06:31,
368/801,ERX11876752,success,designated_clustering_1/ERX11876752_clustered.h5ad,2026-05-18 18:06:47,
380/801,SRX11987909,success,designated_clustering_1/SRX11987909_clustered.h5ad,2026-05-18 18:07:18,
337/801,SRX24841615,success,designated_clustering_1/SRX24841615_clustered.h5ad,2026-05-18 18:07:27,
377/801,SRX11515852,success,designated_clustering_1/SRX11515852_clustered.h5ad,2026-05-18 18:07:39,
361/801,SRX26487562,success,designated_clustering_1/SRX26487562_clustered.h5ad,2026-05-18 18:07:41,
381/801,SRX12285822,success,designated_clustering_1/SRX12285822_clustered.h5ad,2026-05-18 18:07:47,
382/801,SRX11438989,success,designated_clustering_1/SRX11438989_clustered.h5ad,2026-05-18 18:07:49,
374/801,SRX11143423,success,designated_clustering_1/SRX11143423_clustered.h5ad,2026-05-18 18:08:07,
391/801,SRX11515828,failed,,2026-05-18 18:08:09,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
392/801,SRX11438984,success,designated_clustering_1/SRX11438984_clustered.h5ad,2026-05-18 18:09:14,
383/801,SRX13198728,success,designated_clustering_1/SRX13198728_clustered.h5ad,2026-05-18 18:10:04,
388/801,SRX13198730,success,designated_clustering_1/SRX13198730_clustered.h5ad,2026-05-18 18:10:57,
394/801,SRX11987904,success,designated_clustering_1/SRX11987904_clustered.h5ad,2026-05-18 18:11:25,
395/801,SRX11438987,success,designated_clustering_1/SRX11438987_clustered.h5ad,2026-05-18 18:11:55,
393/801,SRX13325103,success,designated_clustering_1/SRX13325103_clustered.h5ad,2026-05-18 18:12:24,
384/801,SRX13198725,success,designated_clustering_1/SRX13198725_clustered.h5ad,2026-05-18 18:12:30,
396/801,SRX10984882,success,designated_clustering_1/SRX10984882_clustered.h5ad,2026-05-18 18:12:56,
397/801,SRX11987903,success,designated_clustering_1/SRX11987903_clustered.h5ad,2026-05-18 18:13:15,
398/801,SRX11438992,success,designated_clustering_1/SRX11438992_clustered.h5ad,2026-05-18 18:13:45,
400/801,SRX14098302,success,designated_clustering_1/SRX14098302_clustered.h5ad,2026-05-18 18:15:06,
386/801,SRX13198727,success,designated_clustering_1/SRX13198727_clustered.h5ad,2026-05-18 18:15:14,
389/801,SRX13198732,success,designated_clustering_1/SRX13198732_clustered.h5ad,2026-05-18 18:15:45,
387/801,SRX13198726,success,designated_clustering_1/SRX13198726_clustered.h5ad,2026-05-18 18:15:50,
403/801,SRX11987896,success,designated_clustering_1/SRX11987896_clustered.h5ad,2026-05-18 18:16:06,
405/801,SRX14589432,success,designated_clustering_1/SRX14589432_clustered.h5ad,2026-05-18 18:16:28,
406/801,SRX11987900,success,designated_clustering_1/SRX11987900_clustered.h5ad,2026-05-18 18:16:47,
385/801,SRX13198724,success,designated_clustering_1/SRX13198724_clustered.h5ad,2026-05-18 18:16:54,
407/801,SRX14495312,success,designated_clustering_1/SRX14495312_clustered.h5ad,2026-05-18 18:17:07,
349/801,SRX25318272,success,designated_clustering_1/SRX25318272_clustered.h5ad,2026-05-18 18:17:08,
390/801,SRX13198729,success,designated_clustering_1/SRX13198729_clustered.h5ad,2026-05-18 18:18:15,
411/801,SRX14767854,success,designated_clustering_1/SRX14767854_clustered.h5ad,2026-05-18 18:18:50,
404/801,SRX14098306,success,designated_clustering_1/SRX14098306_clustered.h5ad,2026-05-18 18:18:59,
408/801,SRX14589433,success,designated_clustering_1/SRX14589433_clustered.h5ad,2026-05-18 18:19:05,
410/801,SRX14767855,success,designated_clustering_1/SRX14767855_clustered.h5ad,2026-05-18 18:19:12,
409/801,SRX14589431,success,designated_clustering_1/SRX14589431_clustered.h5ad,2026-05-18 18:19:15,
401/801,SRX14098301,success,designated_clustering_1/SRX14098301_clustered.h5ad,2026-05-18 18:19:58,
419/801,SRX15390221,failed,,2026-05-18 18:19:59,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
415/801,SRX14767851,success,designated_clustering_1/SRX14767851_clustered.h5ad,2026-05-18 18:20:02,
416/801,SRX11987915,success,designated_clustering_1/SRX11987915_clustered.h5ad,2026-05-18 18:20:04,
422/801,SRX15390539,failed,,2026-05-18 18:20:06,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
412/801,SRX14767853,success,designated_clustering_1/SRX14767853_clustered.h5ad,2026-05-18 18:20:19,
418/801,SRX11438991,success,designated_clustering_1/SRX11438991_clustered.h5ad,2026-05-18 18:20:23,
425/801,SRX11515822,failed,,2026-05-18 18:20:25,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
414/801,SRX14767852,success,designated_clustering_1/SRX14767852_clustered.h5ad,2026-05-18 18:20:38,
402/801,SRX14098303,success,designated_clustering_1/SRX14098303_clustered.h5ad,2026-05-18 18:20:56,
421/801,SRX11438990,success,designated_clustering_1/SRX11438990_clustered.h5ad,2026-05-18 18:21:31,
429/801,SRX16217045,failed,,2026-05-18 18:21:33,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
430/801,SRX16217035,failed,,2026-05-18 18:21:36,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
431/801,SRX16217037,failed,,2026-05-18 18:21:37,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
432/801,SRX16217040,failed,,2026-05-18 18:21:39,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
433/801,SRX16217048,failed,,2026-05-18 18:21:41,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
434/801,SRX16217033,failed,,2026-05-18 18:21:43,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
435/801,SRX16217047,failed,,2026-05-18 18:21:45,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
420/801,SRX11143425,success,designated_clustering_1/SRX11143425_clustered.h5ad,2026-05-18 18:21:56,
424/801,SRX10335835,success,designated_clustering_1/SRX10335835_clustered.h5ad,2026-05-18 18:22:30,
417/801,SRX11143424,success,designated_clustering_1/SRX11143424_clustered.h5ad,2026-05-18 18:22:37,
436/801,SRX22613096,success,designated_clustering_1/SRX22613096_clustered.h5ad,2026-05-18 18:23:05,
413/801,SRX14767848,success,designated_clustering_1/SRX14767848_clustered.h5ad,2026-05-18 18:23:08,
428/801,SRX10152685,success,designated_clustering_1/SRX10152685_clustered.h5ad,2026-05-18 18:23:10,
399/801,SRX11143428,success,designated_clustering_1/SRX11143428_clustered.h5ad,2026-05-18 18:23:54,
423/801,SRX11143427,success,designated_clustering_1/SRX11143427_clustered.h5ad,2026-05-18 18:24:55,
426/801,SRX11143429,success,designated_clustering_1/SRX11143429_clustered.h5ad,2026-05-18 18:24:56,
427/801,SRX11515843,success,designated_clustering_1/SRX11515843_clustered.h5ad,2026-05-18 18:25:10,
445/801,ERX11876771,success,designated_clustering_1/ERX11876771_clustered.h5ad,2026-05-18 18:28:04,
446/801,SRX25038170,success,designated_clustering_1/SRX25038170_clustered.h5ad,2026-05-18 18:28:04,
444/801,ERX11876756,success,designated_clustering_1/ERX11876756_clustered.h5ad,2026-05-18 18:29:17,
443/801,ERX8831395,success,designated_clustering_1/ERX8831395_clustered.h5ad,2026-05-18 18:30:26,
449/801,SRX22996389,success,designated_clustering_1/SRX22996389_clustered.h5ad,2026-05-18 18:31:27,
448/801,SRX21808831,success,designated_clustering_1/SRX21808831_clustered.h5ad,2026-05-18 18:32:41,
450/801,SRX19836245,success,designated_clustering_1/SRX19836245_clustered.h5ad,2026-05-18 18:34:50,
447/801,SRX20407498,success,designated_clustering_1/SRX20407498_clustered.h5ad,2026-05-18 18:35:33,
453/801,SRX22996366,success,designated_clustering_1/SRX22996366_clustered.h5ad,2026-05-18 18:36:35,
452/801,SRX19886033,success,designated_clustering_1/SRX19886033_clustered.h5ad,2026-05-18 18:36:49,
455/801,SRX19704150,success,designated_clustering_1/SRX19704150_clustered.h5ad,2026-05-18 18:37:41,
456/801,SRX19836243,success,designated_clustering_1/SRX19836243_clustered.h5ad,2026-05-18 18:38:00,
451/801,SRX19730935,success,designated_clustering_1/SRX19730935_clustered.h5ad,2026-05-18 18:38:17,
454/801,SRX22996335,success,designated_clustering_1/SRX22996335_clustered.h5ad,2026-05-18 18:38:46,
460/801,SRX26487580,success,designated_clustering_1/SRX26487580_clustered.h5ad,2026-05-18 18:40:36,
459/801,SRX19844839,success,designated_clustering_1/SRX19844839_clustered.h5ad,2026-05-18 18:40:49,
458/801,ERX11876772,success,designated_clustering_1/ERX11876772_clustered.h5ad,2026-05-18 18:41:26,
461/801,SRX17689208,success,designated_clustering_1/SRX17689208_clustered.h5ad,2026-05-18 18:42:08,
463/801,SRX16757156,success,designated_clustering_1/SRX16757156_clustered.h5ad,2026-05-18 18:43:47,
464/801,SRX12366723,success,designated_clustering_1/SRX12366723_clustered.h5ad,2026-05-18 18:44:06,
457/801,SRX19704187,success,designated_clustering_1/SRX19704187_clustered.h5ad,2026-05-18 18:44:49,
462/801,SRX25038168,success,designated_clustering_1/SRX25038168_clustered.h5ad,2026-05-18 18:45:10,
438/801,ERX11662358,success,designated_clustering_1/ERX11662358_clustered.h5ad,2026-05-18 18:46:59,
465/801,SRX16757157,success,designated_clustering_1/SRX16757157_clustered.h5ad,2026-05-18 18:48:08,
439/801,ERX11662363,success,designated_clustering_1/ERX11662363_clustered.h5ad,2026-05-18 18:48:33,
470/801,SRX19727436,success,designated_clustering_1/SRX19727436_clustered.h5ad,2026-05-18 18:48:52,
466/801,SRX18248069,success,designated_clustering_1/SRX18248069_clustered.h5ad,2026-05-18 18:48:58,
437/801,ERX11662356,success,designated_clustering_1/ERX11662356_clustered.h5ad,2026-05-18 18:49:38,
473/801,SRX19320094,success,designated_clustering_1/SRX19320094_clustered.h5ad,2026-05-18 18:50:45,
472/801,SRX19162066,success,designated_clustering_1/SRX19162066_clustered.h5ad,2026-05-18 18:51:29,
476/801,SRX19704131,failed,,2026-05-18 18:51:33,"ValueError: Found array with 0 sample(s) (shape=(0, 9439)) while a minimum of 1 is required."
469/801,SRX19704158,success,designated_clustering_1/SRX19704158_clustered.h5ad,2026-05-18 18:52:03,
471/801,SRX14891763,success,designated_clustering_1/SRX14891763_clustered.h5ad,2026-05-18 18:52:55,
478/801,SRX19886047,success,designated_clustering_1/SRX19886047_clustered.h5ad,2026-05-18 18:53:00,
474/801,SRX19844820,success,designated_clustering_1/SRX19844820_clustered.h5ad,2026-05-18 18:53:10,
468/801,SRX16217008,success,designated_clustering_1/SRX16217008_clustered.h5ad,2026-05-18 18:53:21,
479/801,SRX19886025,success,designated_clustering_1/SRX19886025_clustered.h5ad,2026-05-18 18:54:15,
477/801,SRX19886044,success,designated_clustering_1/SRX19886044_clustered.h5ad,2026-05-18 18:54:21,
480/801,SRX21311407,success,designated_clustering_1/SRX21311407_clustered.h5ad,2026-05-18 18:54:42,
485/801,SRX22130034,failed,,2026-05-18 18:54:44,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required."
467/801,SRX16217014,success,designated_clustering_1/SRX16217014_clustered.h5ad,2026-05-18 18:55:14,
