accession,r2Key,status,reason,studyAccession
SRX13814621,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX13814621.h5ad,skip,too_few_cells,
SRX13814627,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX13814627.h5ad,skip,too_few_cells,
SRX13814629,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX13814629.h5ad,skip,too_few_cells,
SRX13789894,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX13789894.h5ad,success,,PRJNA797244
SRX13789893,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX13789893.h5ad,success,,PRJNA797244
SRX11438992,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11438992.h5ad,success,,PRJNA746455
SRX11143428,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11143428.h5ad,success,,PRJNA634136
SRX14098305,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14098305.h5ad,success,,PRJNA804479
SRX13789891,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX13789891.h5ad,success,,PRJNA797244
SRX11987905,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987905.h5ad,success,,PRJNA759630
SRX11438985,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11438985.h5ad,success,,PRJNA746455
SRX14098302,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14098302.h5ad,success,,PRJNA804479
SRX14098301,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14098301.h5ad,success,,PRJNA804479
SRX14098303,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14098303.h5ad,success,,PRJNA804479
SRX10984887,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10984887.h5ad,success,,PRJNA732700
SRX11987896,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987896.h5ad,success,,PRJNA759630
SRX14098306,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14098306.h5ad,success,,PRJNA804479
SRX12457898,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX12457898.h5ad,success,,PRJNA768255
SRX11515833,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515833.h5ad,skip,too_few_cells,
SRX10984892,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10984892.h5ad,success,,PRJNA732700
SRX11515820,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515820.h5ad,skip,too_few_cells,
SRX11987918,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987918.h5ad,success,,PRJNA759630
SRX11071617,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11071617.h5ad,success,,PRJNA735258
SRX11515876,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515876.h5ad,success,,PRJNA748731
SRX14495318,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14495318.h5ad,success,,PRJNA817261
SRX14589432,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14589432.h5ad,success,,PRJNA819093
SRX11987900,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987900.h5ad,success,,PRJNA759630
SRX14495312,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14495312.h5ad,success,,PRJNA817261
SRX14589433,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14589433.h5ad,success,,PRJNA819093
SRX14589431,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14589431.h5ad,success,,PRJNA819093
SRX11071611,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11071611.h5ad,success,,PRJNA735258
SRX10984881,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10984881.h5ad,success,,PRJNA732700
SRX11515857,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515857.h5ad,success,,PRJNA748731
SRX11987916,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987916.h5ad,success,,PRJNA759630
SRX14767850,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767850.h5ad,success,,PRJNA667491
SRX14767855,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767855.h5ad,success,,PRJNA667491
SRX14767854,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767854.h5ad,success,,PRJNA667491
SRX14767853,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767853.h5ad,success,,PRJNA667491
SRX14767848,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767848.h5ad,success,,PRJNA667491
SRX14767849,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767849.h5ad,success,,PRJNA667491
SRX14767852,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767852.h5ad,success,,PRJNA667491
SRX14767851,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14767851.h5ad,skip,excessive_cell_dropout,
SRX11071622,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11071622.h5ad,skip,excessive_cell_dropout,
SRX11515875,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515875.h5ad,success,,PRJNA748731
SRX11987915,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987915.h5ad,success,,PRJNA759630
SRX11143424,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11143424.h5ad,success,,PRJNA634136
SRX11438991,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11438991.h5ad,success,,PRJNA746455
SRX11515823,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515823.h5ad,skip,too_few_cells,
SRX11515811,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515811.h5ad,skip,too_few_cells,
SRX15390221,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX15390221.h5ad,skip,too_few_cells,
SRX10984888,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10984888.h5ad,success,,PRJNA732700
SRX11143425,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11143425.h5ad,success,,PRJNA634136
SRX11438990,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11438990.h5ad,success,,PRJNA746455
SRX12457902,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX12457902.h5ad,success,,PRJNA768255
SRX15390539,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX15390539.h5ad,skip,too_few_cells,
SRX11071613,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11071613.h5ad,success,,PRJNA735258
SRX11515818,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515818.h5ad,skip,too_few_cells,
SRX11515804,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515804.h5ad,skip,too_few_cells,
SRX11143427,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11143427.h5ad,success,,PRJNA634136
SRX11071615,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11071615.h5ad,success,,PRJNA735258
SRX10984884,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10984884.h5ad,success,,PRJNA732700
SRX10335835,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10335835.h5ad,success,,PRJNA714138
SRX11515880,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515880.h5ad,skip,excessive_cell_dropout,
SRX11515822,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515822.h5ad,skip,too_few_cells,
SRX11143429,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11143429.h5ad,success,,PRJNA634136
SRX11987910,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11987910.h5ad,success,,PRJNA759630
SRX11515843,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX11515843.h5ad,success,,PRJNA748731
SRX10152685,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10152685.h5ad,success,,PRJNA704098
SRX10697704,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10697704.h5ad,success,,PRJNA725827
SRX10327366,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10327366.h5ad,success,,PRJNA713903
SRX10697703,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10697703.h5ad,success,,PRJNA725827
SRX15805189,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX15805189.h5ad,skip,too_few_cells,
SRX15805169,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX15805169.h5ad,skip,too_few_cells,
SRX15805181,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX15805181.h5ad,skip,excessive_cell_dropout,
SRX15805177,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX15805177.h5ad,skip,excessive_cell_dropout,
SRX16217038,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217038.h5ad,skip,too_few_cells,
SRX16217045,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217045.h5ad,skip,too_few_cells,
SRX16217035,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217035.h5ad,skip,too_few_cells,
SRX16217037,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217037.h5ad,skip,too_few_cells,
SRX16217040,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217040.h5ad,skip,too_few_cells,
SRX16217048,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217048.h5ad,skip,too_few_cells,
SRX16217033,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217033.h5ad,skip,too_few_cells,
SRX16217047,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217047.h5ad,skip,too_few_cells,
SRX16217034,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217034.h5ad,skip,too_few_cells,
SRX18096298,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18096298.h5ad,success,,PRJNA896321
SRX10606548,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10606548.h5ad,skip,too_few_cells,
SRX18096301,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18096301.h5ad,skip,excessive_cell_dropout,
SRX18096300,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18096300.h5ad,success,,PRJNA896321
SRX18096299,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18096299.h5ad,success,,PRJNA896321
SRX18096297,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18096297.h5ad,success,,PRJNA896321
SRX22613096,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22613096.h5ad,success,,PRJNA1044045
ERX11662356,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662356.h5ad,skip,cell_type_all_missing,
ERX11662358,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662358.h5ad,skip,cell_type_all_missing,
ERX11662363,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662363.h5ad,skip,cell_type_all_missing,
ERX11662365,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662365.h5ad,skip,cell_type_all_missing,
ERX11662362,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662362.h5ad,success,,PRJEB68315
ERX11662383,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11662383.h5ad,skip,cell_type_all_missing,
ERX8831395,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX8831395.h5ad,skip,cell_type_all_missing,
SRX22917447,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22917447.h5ad,success,,PRJNA1053822
ERX11876756,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876756.h5ad,success,,PRJEB71931
SRX24312775,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312775.h5ad,success,,PRJNA1102355
SRX25289894,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25289894.h5ad,success,,PRJNA1134791
ERX11876771,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876771.h5ad,success,,PRJEB71931
SRX25363538,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25363538.h5ad,success,,PRJNA1136930
SRX25261770,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261770.h5ad,success,,PRJNA1133168
SRX25038170,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25038170.h5ad,success,,PRJNA1127657
SRX23902411,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23902411.h5ad,success,,PRJNA1086544
SRX24312781,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312781.h5ad,success,,PRJNA1102355
SRX24312773,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312773.h5ad,success,,PRJNA1102355
SRX24312772,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312772.h5ad,success,,PRJNA1102355
SRX20407498,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20407498.h5ad,success,,PRJNA973717
SRX24312778,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312778.h5ad,success,,PRJNA1102355
SRX19704182,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704182.h5ad,success,,PRJNA945854
SRX25595940,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25595940.h5ad,success,,PRJNA1144126
SRX21808831,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21808831.h5ad,success,,PRJNA1018509
SRX23825231,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23825231.h5ad,success,,PRJNA1083452
SRX25261737,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261737.h5ad,success,,PRJNA1133168
SRX23457974,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457974.h5ad,success,,PRJNA1071273
SRX23457971,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457971.h5ad,success,,PRJNA1071273
SRX19704899,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704899.h5ad,success,,PRJNA945866
SRX22996389,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996389.h5ad,success,,PRJNA1055415
SRX19836245,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19836245.h5ad,success,,PRJNA950922
SRX19730935,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19730935.h5ad,success,,PRJNA934540
SRX19886033,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19886033.h5ad,success,,PRJNA952672
SRX22996366,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996366.h5ad,success,,PRJNA1055415
SRX20811754,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20811754.h5ad,success,,PRJNA988459
SRX20811744,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20811744.h5ad,success,,PRJNA988459
SRX19704146,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704146.h5ad,skip,too_few_cells,
SRX19704192,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704192.h5ad,success,,PRJNA945854
SRX22996335,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996335.h5ad,success,,PRJNA1055415
SRX19704150,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704150.h5ad,success,,PRJNA945854
SRX19836243,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19836243.h5ad,success,,PRJNA950922
SRX23457977,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457977.h5ad,success,,PRJNA1071273
SRX19704187,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704187.h5ad,success,,PRJNA945854
SRX22558192,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22558192.h5ad,success,,PRJNA1041779
SRX19704199,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704199.h5ad,success,,PRJNA945854
ERX11876772,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876772.h5ad,success,,PRJEB71931
SRX17689196,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17689196.h5ad,success,,PRJNA883741
SRX19704178,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704178.h5ad,success,,PRJNA945854
SRX19844839,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844839.h5ad,success,,PRJNA945854
SRX26487580,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26487580.h5ad,success,,PRJNA1177414
SRX17689208,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17689208.h5ad,success,,PRJNA883741
SRX17896692,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17896692.h5ad,success,,PRJNA890673
SRX17941757,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17941757.h5ad,success,,PRJNA891742
SRX17949769,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17949769.h5ad,success,,PRJNA891766
SRX25038168,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25038168.h5ad,success,,PRJNA1127657
SRX16757155,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16757155.h5ad,success,,PRJNA864822
SRX12868720,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX12868720.h5ad,success,,PRJNA773987
SRX17150747,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX17150747.h5ad,success,,PRJNA871210
SRX16757156,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16757156.h5ad,success,,PRJNA864822
SRX12366723,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX12366723.h5ad,success,,PRJNA766517
SRX14891758,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14891758.h5ad,success,,PRJNA827791
SRX16757157,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16757157.h5ad,success,,PRJNA864822
SRX18248069,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18248069.h5ad,success,,PRJNA901260
SRX16217014,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217014.h5ad,success,,PRJNA858410
SRX19704191,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704191.h5ad,success,,PRJNA945854
SRX19704141,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704141.h5ad,success,,PRJNA945854
SRX18965982,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18965982.h5ad,success,,PRJNA919922
SRX16217008,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX16217008.h5ad,success,,PRJNA858410
SRX18965977,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX18965977.h5ad,success,,PRJNA919922
SRX19704189,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704189.h5ad,success,,PRJNA945854
SRX19704200,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704200.h5ad,success,,PRJNA945854
SRX19704158,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704158.h5ad,success,,PRJNA945854
SRX19727436,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19727436.h5ad,success,,PRJNA946652
SRX14891763,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX14891763.h5ad,success,,PRJNA827791
SRX19162056,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162056.h5ad,success,,PRJNA927026
SRX19162065,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162065.h5ad,success,,PRJNA927026
SRX19162066,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19162066.h5ad,skip,cell_type_all_missing,
SRX19320094,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19320094.h5ad,success,,PRJNA934551
SRX19844827,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844827.h5ad,success,,PRJNA945854
SRX19844820,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844820.h5ad,success,,PRJNA945854
SRX19844833,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19844833.h5ad,success,,PRJNA945854
SRX19704123,arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19704123.h5ad,success,,PRJNA945854
