gene,topCluster,tau,meanExprTop,meanDetectionTop,meanDetectionBackground,maxDetectionBackground,meanExprBackground,nStudiesAgreeTop,nStudiesScored,detectionDifference,geneSymbol,biotype,interpretedCellType,interpretationStatus,topLabel,topLabelFraction,labelEntropy,proposalClass,cluster,diseaseArea,evidenceScore,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,nCaseProfiles,nControlProfiles,nStudies,caseDetection,controlDetection,detectionDelta,topSourceLabel,topSourceLabelFraction,negLog10Padj,absLog2FoldChange,absDetectionDelta,nDiseaseAreas,nClusters,meanLog2FoldChange,direction,absMeanLog2FoldChange,evidenceClass,nDiseaseAreasHit,diseaseAreas,minPadj,homeCluster,homeClusterControlDetection,homeInterpretedCellType,homeTopLabel,homeTopLabelFraction,recipientLabelEntropy,resolvedBonus,allEvidenceClasses,nEvidenceClasses,reviewTier,reviewRank,reviewPriority,studyDirectionAgreement,nStudiesAgree,nStudiesScoredAgreement
ENSG00000130300,,,,,,,,,,,PLVAP,protein_coding,unresolved,unresolved,,,,replicatedDiseaseGain,36,Lung Cancer,0.7491082802547772,665.3674500952079,1.7631640346197386,0.22319363572296236,7.899705692362368,2.795627356716311e-15,1.6519517288339055e-11,43.0,26.0,5.0,0.6120135182520782,0.29995496191529586,0.3120585563367823,capillary endothelial cell,0.5106695796181501,10.782002647213794,1.7631640346197386,0.3120585563367823,,,,,,,,,,,,,,,,,replicatedDiseaseGain,1,extended,36,medium,5/5,5,5
ENSG00000185499,,,,,,,,,,,MUC1,protein_coding,pulmonary alveolar type 1 cell,resolved,,,,replicatedDiseaseGain,38,Lung Cancer,0.7483526620980496,,2.0964113837896883,,,,0.0023630483045454648,,,4.0,0.7081611737722692,0.32217791435555876,0.3859832594167104,pulmonary alveolar type 1 cell,0.7562462616115246,2.626527400592291,2.0964113837896883,0.3859832594167104,,,,gain,,,,,,70,1.0,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,1.453044605741464,1.0,"replicatedDiseaseGain,unexpectedExpression",2,extended,37,medium,3/4,3,4
ENSG00000099954,,,,,,,,,,,CECR2,,unresolved,,,,,oppositeDiseaseEffect,43,"IPF / Pulmonary Fibrosis,Lung Cancer",0.7131944444444445,,,,,,,,,,,,,,,10.63120431402654,,,,,0.796714400247443,,0.796714400247443,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",2.3377371904498783e-11,,,,,,,,oppositeDiseaseEffect,1,extended,38,medium,0/0,0,0
ENSG00000164741,,,,,,,,,,,DLC1,protein_coding,unresolved,unresolved,,,,replicatedDiseaseDepletion,17,Cystic Fibrosis,0.7104375329467579,,-4.17996288750615,,,,0.0011895330903916948,,,2.0,0.25469977553310885,0.5719342962333616,-0.3172345207002527,basal cell,0.3827332207383017,2.924623472269313,4.17996288750615,0.3172345207002527,,,,loss,,,,,,70,0.9863945578231292,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,3.0661378256076457,0.0,"replicatedDiseaseDepletion,unexpectedExpression",2,extended,39,medium,2/2,2,2
ENSG00000144331,,,,,,,,,,,ZNF385B,protein_coding,unresolved,unresolved,,,,replicatedDiseaseDepletion,17,Cystic Fibrosis,0.7040853979968371,,-6.535035221018166,,,,0.0044728914672146555,,,2.0,0.02581831748498415,0.3759322193901633,-0.35011390190517916,basal cell,0.3827332207383017,2.3494116396680838,6.535035221018166,0.35011390190517916,,,,loss,,,,,,70,0.9977324263038548,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,3.0661378256076457,0.0,"replicatedDiseaseDepletion,unexpectedExpression",2,extended,40,medium,2/2,2,2
ENSG00000182809,,,,,,,,,,,CRIP2,,macrophage,,,,,oppositeDiseaseEffect,26,"IPF / Pulmonary Fibrosis,Lung Cancer",0.6888888888888889,,,,,,,,,,,,,,,31.678840100402194,,,,,0.33751974349920055,,0.33751974349920055,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",2.0948836132187632e-32,,,,,,,,oppositeDiseaseEffect,1,extended,41,medium,0/0,0,0
ENSG00000175928,,,,,,,,,,,LRRN1,protein_coding,lung multiciliated epithelial cell,resolved,,,,replicatedDiseaseGain,44,Cystic Fibrosis,0.670282024248814,,2.176380843644267,,,,0.0001478195587134113,,,2.0,0.28718924465895856,0.07174513246889495,0.2154441121900636,lung multiciliated epithelial cell,0.9470456921642318,3.8302680985573905,2.176380843644267,0.2154441121900636,,,,gain,,,,,,45,0.2740191731008378,respiratory tract goblet cell,respiratory tract goblet cell,0.8534097573980272,0.3452357723953034,1.0,"replicatedDiseaseGain,unexpectedExpression",2,extended,42,medium,2/2,2,2
ENSG00000179603,,,,,,,,,,,GRM8,,unresolved,,,,,oppositeDiseaseEffect,60,"IPF / Pulmonary Fibrosis,Lung Cancer",0.6541666666666666,,,,,,,,,,,,,,,6.103339374192479,,,,,0.9723871290992206,,0.9723871290992206,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",7.882439131743673e-07,,,,,,,,oppositeDiseaseEffect,1,extended,43,medium,0/0,0,0
ENSG00000087116,,,,,,,,,,,ADAMTS2,,unresolved,,,,,oppositeDiseaseEffect,24,"IPF / Pulmonary Fibrosis,Lung Cancer",0.6298611111111111,,,,,,,,,,,,,,,15.815095946856156,,,,,-0.2720267102838744,,0.2720267102838744,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",1.5307492423206796e-16,,,,,,,,oppositeDiseaseEffect,1,extended,44,medium,0/0,0,0
ENSG00000196260,,,,,,,,,,,SFTA2,,lung multiciliated epithelial cell,,,,,oppositeDiseaseEffect,44,"IPF / Pulmonary Fibrosis,Lung Cancer",0.6263888888888888,,,,,,,,,,,,,,,11.80979760809056,,,,,0.3238934718167067,,0.3238934718167067,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",1.5495385737591888e-12,,,,,,,,oppositeDiseaseEffect,1,extended,45,medium,0/0,0,0
ENSG00000144285,,,,,,,,,,,SCN1A,,unresolved,,,,,oppositeDiseaseEffect,36,"COVID-19 / SARS-CoV-2,IPF / Pulmonary Fibrosis",0.6229166666666666,,,,,,,,,,,,,,,12.24421083639564,,,,,0.29987717123392366,,0.29987717123392366,oppositeDirection,2.0,"COVID-19 / SARS-CoV-2,IPF / Pulmonary Fibrosis",5.698875425262015e-13,,,,,,,,oppositeDiseaseEffect,1,extended,46,medium,0/0,0,0
ENSG00000248300,32,0.9833489170738579,1.7568057945353293,0.2131848979775323,0.0018146566932825529,0.01360042052086913,0.029252718969934872,17.0,93.0,0.21137024128424975,LINC02360,lncRNA,unresolved,unresolved,basal cell,0.2826359084406294,2.5831489900751685,clusterRestricted,32,,0.6228070175438596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clusterRestricted,1,extended,47,medium,,,
ENSG00000149435,,,,,,,,,,,GGTLC1,,lung multiciliated epithelial cell,,,,,oppositeDiseaseEffect,44,"IPF / Pulmonary Fibrosis,Lung Cancer",0.6124999999999999,,,,,,,,,,,,,,,3.7207845775087667,,,,,0.9854808378608357,,0.9854808378608357,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",0.00019020215030668124,,,,,,,,oppositeDiseaseEffect,1,extended,48,medium,0/0,0,0
ENSG00000139304,,,,,,,,,,,PTPRQ,,unresolved,,,,,oppositeDiseaseEffect,43,"Cystic Fibrosis,IPF / Pulmonary Fibrosis",0.6090277777777777,,,,,,,,,,,,,,,8.86775759673436,,,,,0.33707007150446733,,0.33707007150446733,oppositeDirection,2.0,"Cystic Fibrosis,IPF / Pulmonary Fibrosis",1.3559460280745516e-09,,,,,,,,oppositeDiseaseEffect,1,extended,49,medium,0/0,0,0
ENSG00000167972,,,,,,,,,,,ABCA3,,unresolved,,,,,oppositeDiseaseEffect,20,"IPF / Pulmonary Fibrosis,Lung Cancer",0.5951388888888889,,,,,,,,,,,,,,,12.89812342231943,,,,,0.202774407911942,,0.202774407911942,oppositeDirection,2.0,"IPF / Pulmonary Fibrosis,Lung Cancer",1.264376972619558e-13,,,,,,,,oppositeDiseaseEffect,1,extended,50,medium,0/0,0,0
ENSG00000090382,,,,,,,,,,,LYZ,protein_coding,unresolved,unresolved,,,,replicatedDiseaseDepletion,20,Cystic Fibrosis,0.5859778597785977,,-4.31386570559566,,,,0.02851520201239198,,,2.0,0.09521337171548758,0.3545675497785357,-0.25935417806304817,respiratory tract goblet cell,0.3266546281280072,1.5449235473628895,4.31386570559566,0.25935417806304817,,,,loss,,,,,,49,1.0,macrophage,macrophage,0.726927459172047,2.844452076992309,0.0,"replicatedDiseaseDepletion,unexpectedExpression",2,extended,51,medium,2/2,2,2
ENSG00000079819,,,,,,,,,,,EPB41L2,protein_coding,unresolved,unresolved,,,,replicatedDiseaseDepletion,3,COVID-19 / SARS-CoV-2,0.5810753821823933,,-1.5873465025778204,,,,0.001690655146938703,,,2.0,0.34547475106008824,0.6083333333333333,-0.26285858227324504,"CD4-positive, alpha-beta T cell",0.5879170937250883,2.771944969016727,1.5873465025778204,0.26285858227324504,,,,loss,,,,,,33,0.8660051558078133,unresolved,basal cell,0.4132281553398058,1.679621098718113,0.0,"replicatedDiseaseDepletion,unexpectedExpression",2,extended,52,medium,2/2,2,2
ENSG00000112214,60,0.9778300289815872,2.0171349516722117,0.20407792604376476,0.002571550139351701,0.04,0.04471982341880043,43.0,93.0,0.20150637590441306,FHL5,protein_coding,unresolved,unresolved,pericyte,0.4226224591541113,2.561506464532918,clusterRestricted,60,,0.5614035087719298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clusterRestricted,1,extended,53,medium,,,
ENSG00000238755,,,,,,,,,,,LINC02006,lncRNA,unresolved,unresolved,,,,replicatedDiseaseDepletion,43,Cystic Fibrosis,0.5604111755403268,,-2.4913201621621957,,,,0.0004526278080151247,,,2.0,0.13697523840972492,0.3353252980151099,-0.198350059605385,lung multiciliated epithelial cell,0.5897388630462579,3.344258767887849,2.4913201621621957,0.198350059605385,,,,loss,,,,,,70,0.49206349206349204,unresolved,pulmonary alveolar type 2 cell,0.9787946428571428,1.904076530598897,0.0,"replicatedDiseaseDepletion,unexpectedExpression",2,extended,54,medium,2/2,2,2
ENSG00000180440,32,0.967581143936001,1.7523793558495584,0.2557790296170214,0.0028534456060206924,0.04907658949738272,0.05681013410680994,14.0,93.0,0.25292558401100074,SERTM1,protein_coding,unresolved,unresolved,basal cell,0.2826359084406294,2.5831489900751685,clusterRestricted,32,,0.5482456140350876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clusterRestricted,1,extended,55,medium,,,
ENSG00000047457,,,,,,,,,,,CP,,basal cell,,,,,oppositeDiseaseEffect,31,"Cystic Fibrosis,IPF / Pulmonary Fibrosis",0.5465277777777778,,,,,,,,,,,,,,,4.027227772471276,,,,,0.39759059705238275,,0.39759059705238275,oppositeDirection,2.0,"Cystic Fibrosis,IPF / Pulmonary Fibrosis",9.392305873310252e-05,,,,,,,,oppositeDiseaseEffect,1,extended,56,medium,0/0,0,0
ENSG00000004948,,,,,,,,,,,CALCR,,unresolved,,,,,oppositeDiseaseEffect,36,"COVID-19 / SARS-CoV-2,IPF / Pulmonary Fibrosis",0.5256944444444445,,,,,,,,,,,,,,,2.732505623251422,,,,,0.5157077857069438,,0.5157077857069438,oppositeDirection,2.0,"COVID-19 / SARS-CoV-2,IPF / Pulmonary Fibrosis",0.0018513749224199998,,,,,,,,oppositeDiseaseEffect,1,extended,57,medium,0/0,0,0
ENSG00000179292,32,0.9854526085877294,1.1982181195503416,0.2010305764856326,0.0022147480114988213,0.034482758620689655,0.017430947982373712,18.0,93.0,0.1988158284741338,TMEM151A,protein_coding,unresolved,unresolved,basal cell,0.2826359084406294,2.5831489900751685,clusterRestricted,32,,0.4824561403508772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clusterRestricted,1,extended,58,medium,,,
ENSG00000188175,52,0.9669354451866438,1.553228328726955,0.20648441740162984,0.0030953961634470296,0.02197802197802198,0.05135680321285013,39.0,93.0,0.2033890212381828,HEPACAM2,protein_coding,unresolved,unresolved,B cell,0.1982726687852143,3.4002950310585907,clusterRestricted,52,,0.48245614035087714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clusterRestricted,1,extended,59,medium,,,
ENSG00000148965,,,,,,,,,,,SAA4,,lung multiciliated epithelial cell,,,,,oppositeDiseaseEffect,44,"Cystic Fibrosis,IPF / Pulmonary Fibrosis",0.4666666666666667,,,,,,,,,,,,,,,2.463790453400971,,,,,0.346677688675774,,0.346677688675774,oppositeDirection,2.0,"Cystic Fibrosis,IPF / Pulmonary Fibrosis",0.0034372375422077133,,,,,,,,oppositeDiseaseEffect,1,extended,60,medium,0/0,0,0
