cluster,diseaseArea,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,nCaseProfiles,nControlProfiles,nStudies
36,IPF / Pulmonary Fibrosis,1.842934600557564,1.128468308816431,0.28375876760957935,3.976857942832196,6.983185294762413e-05,0.003872373883265421,ENSG00000131759,34,42,4
36,IPF / Pulmonary Fibrosis,28.610627473658944,1.0375263420801009,0.24620991205994117,4.213990953489758,2.5089733923654475e-05,0.0019152916364057273,ENSG00000141753,34,42,4
36,IPF / Pulmonary Fibrosis,1.6869232053817755,1.1253110064477927,0.33350567834270345,3.3741884457254927,0.0007403366736406772,0.020146754479906947,ENSG00000173801,34,42,4
36,IPF / Pulmonary Fibrosis,1.572784798773979,-1.6822718028760073,0.5550164144631982,-3.0310307209617755,0.0024372044905261844,0.04341178180397852,ENSG00000228696,34,42,4
36,IPF / Pulmonary Fibrosis,1.4079583445987618,1.3299297570628394,0.3632531224769163,3.6611653824045316,0.00025107061868312247,0.00976229404760437,ENSG00000108829,34,42,4
36,IPF / Pulmonary Fibrosis,1.4897607127096815,1.2731663529246915,0.3556284851669883,3.580046048130441,0.00034353366359533393,0.01213821754083549,ENSG00000173918,34,42,4
36,IPF / Pulmonary Fibrosis,1.2531130615138375,-1.4907671249610028,0.3143378905450165,-4.742562604769752,2.110315824484766e-06,0.00030254722966637697,ENSG00000183287,34,42,4
36,IPF / Pulmonary Fibrosis,36.04640096716611,1.0248893274985762,0.22891858652506233,4.477090930256857,7.566702674329593e-06,0.0007942335414233812,ENSG00000130255,34,42,4
36,IPF / Pulmonary Fibrosis,3.686951425511302,1.1753295493326439,0.3027314266869206,3.8824167090790627,0.00010342344647496563,0.005286287116346504,ENSG00000087903,34,42,4
36,IPF / Pulmonary Fibrosis,2.1998381315302744,1.2104009707384937,0.3466687958806591,3.49151981695859,0.00048028083586504843,0.015550791003120472,ENSG00000125652,34,42,4
