cluster,gene,score,log2FoldChange,pValue,adjustedPValue,fractionInCluster,fractionOutsideCluster,rankWithinCluster,detectionDifference,topSourceLabel,isSharedCandidate,isDiseaseAssociatedCandidate,isUnexpectedConvergenceCandidate,isAnyCandidate
32,ENSG00000105509,9.75923,,5.992480540770779e-17,3.187489649346159e-16,1.0,1.0,12,0.0,basal cell,False,False,False,False
32,ENSG00000280441,9.663498,,9.957534600100596e-17,5.254635672876304e-16,1.0,1.0,13,0.0,basal cell,False,False,False,False
32,ENSG00000131459,9.480436,,2.7794864234356204e-16,1.4514289417418384e-15,1.0,1.0,14,0.0,basal cell,False,False,False,False
32,ENSG00000169715,9.394346,10.998771,4.4364020727399945e-16,2.3046244533714258e-15,1.0,1.0,15,0.0,basal cell,False,False,False,False
32,ENSG00000105835,9.28691,4.0337315,7.880635865113174e-16,4.062183435625348e-15,1.0,1.0,16,0.0,basal cell,False,False,False,False
32,ENSG00000172137,8.935249,,5.505221449319584e-15,2.7804148733937295e-14,1.0,1.0,17,0.0,basal cell,False,False,False,False
32,ENSG00000170345,8.685991,3.8968422,2.078627259862046e-14,1.036721825367604e-13,1.0,1.0,18,0.0,basal cell,False,False,False,False
32,ENSG00000118849,8.613351,,3.150690392441804e-14,1.5597477190305964e-13,1.0,1.0,19,0.0,basal cell,False,False,False,False
32,ENSG00000111341,8.584162,5.4234138,3.6620015600169734e-14,1.8083958321071474e-13,1.0,1.0,20,0.0,basal cell,False,False,False,False
32,ENSG00000111057,8.386637,,1.0667192356747097e-13,5.128457863820719e-13,1.0,1.0,21,0.0,basal cell,False,False,False,False
32,ENSG00000166741,8.285929,6.679099,1.8312339611612023e-13,8.720161719815248e-13,1.0,1.0,22,0.0,basal cell,False,False,False,False
32,ENSG00000105825,7.9555264,,1.0724455213327802e-12,4.9765453426115084e-12,1.0,1.0,23,0.0,basal cell,False,False,False,False
32,ENSG00000170421,7.773786,,2.7891796522994767e-12,1.2620722408594918e-11,1.0,1.0,24,0.0,basal cell,False,False,False,False
32,ENSG00000112096,7.748176,5.3419127,3.1829544437103024e-12,1.4305413230158663e-11,1.0,1.0,25,0.0,basal cell,False,False,False,False
32,ENSG00000106538,7.6675777,8.248977,4.8861770110226974e-12,2.1862089534777168e-11,1.0,1.0,26,0.0,basal cell,False,False,False,False
32,ENSG00000109321,7.5435147,5.504054,9.312774653081282e-12,4.139746723709483e-11,1.0,1.0,27,0.0,basal cell,False,False,False,False
32,ENSG00000137331,7.5138154,,1.088128350656095e-11,4.8147272152924556e-11,1.0,1.0,28,0.0,basal cell,False,False,False,False
32,ENSG00000255248,7.4354935,7.844794,1.6421086729530326e-11,7.202231021723827e-11,1.0,1.0,29,0.0,basal cell,False,False,False,False
32,ENSG00000102854,7.42863,,1.7025674428912514e-11,7.451061019217731e-11,1.0,1.0,30,0.0,basal cell,False,False,False,False
32,ENSG00000100906,7.418391,4.4733806,1.7749779756651996e-11,7.734108826427885e-11,1.0,1.0,31,0.0,basal cell,False,False,False,False
32,ENSG00000115380,7.4085875,6.381275,1.8848089381099382e-11,8.19482147004321e-11,1.0,1.0,32,0.0,basal cell,False,False,False,False
32,ENSG00000108691,7.4068155,6.7145367,1.900959503021095e-11,8.247112811371344e-11,1.0,1.0,33,0.0,basal cell,False,False,False,False
32,ENSG00000116285,7.1914864,10.712516,5.7761553971669835e-11,2.4527199138713303e-10,1.0,1.0,34,0.0,basal cell,False,False,False,False
32,ENSG00000154175,7.1653376,6.165928,6.614829846599792e-11,2.79696822266376e-10,1.0,1.0,35,0.0,basal cell,False,False,False,False
32,ENSG00000078328,7.0846176,,1.0003962746302859e-10,4.2210813275539487e-10,1.0,1.0,36,0.0,basal cell,False,False,False,False
32,ENSG00000000971,7.0718536,,1.0656506084044549e-10,4.4775235647246005e-10,1.0,1.0,37,0.0,basal cell,False,False,False,False
32,ENSG00000115594,7.012949,5.608226,1.4375365299234543e-10,6.027406834060605e-10,1.0,1.0,38,0.0,basal cell,False,False,False,False
32,ENSG00000148671,6.9430084,,2.0491706604109493e-10,8.538211085045622e-10,1.0,1.0,39,0.0,basal cell,False,False,False,False
32,ENSG00000169946,6.920623,5.4750395,2.296415328632436e-10,9.508966164109466e-10,1.0,1.0,40,0.0,basal cell,False,False,False,False
32,ENSG00000137573,6.8855495,10.357865,2.747107090134109e-10,1.1304967449111559e-09,1.0,1.0,41,0.0,basal cell,False,False,False,False
32,ENSG00000144810,6.836033,5.247832,3.519398312935258e-10,1.4335634675907365e-09,1.0,1.0,42,0.0,basal cell,False,False,False,False
32,ENSG00000138821,6.749458,5.1263084,5.435674802415777e-10,2.2006780576582094e-09,1.0,1.0,43,0.0,basal cell,False,False,False,False
32,ENSG00000142173,6.7492,,5.4349055038984e-10,2.2006780576582094e-09,1.0,1.0,44,0.0,basal cell,False,False,False,False
32,ENSG00000184254,6.681053,,7.659808497134129e-10,3.0824179062914e-09,1.0,1.0,45,0.0,basal cell,False,False,False,False
32,ENSG00000163638,6.64845,5.8713713,9.003174948838403e-10,3.608486953442246e-09,1.0,1.0,46,0.0,basal cell,False,False,False,False
32,ENSG00000162692,6.5155277,,1.7415714933036541e-09,6.8431099933345935e-09,1.0,1.0,47,0.0,basal cell,False,False,False,False
32,ENSG00000141753,6.4022593,,3.031148288859593e-09,1.1771449665474146e-08,1.0,1.0,48,0.0,basal cell,False,False,False,False
32,ENSG00000101439,6.384532,6.8084006,3.2851231229503003e-09,1.2733035360272481e-08,1.0,1.0,49,0.0,basal cell,False,False,False,False
32,ENSG00000124212,6.238802,7.324389,6.7242571036474384e-09,2.5763437178725815e-08,1.0,1.0,50,0.0,basal cell,False,False,False,False
32,ENSG00000109472,6.208441,,7.781861854442408e-09,2.964518801692346e-08,1.0,1.0,51,0.0,basal cell,False,False,False,False
32,ENSG00000122786,6.1755724,,9.073430588674934e-09,3.4499736078611917e-08,1.0,1.0,52,0.0,basal cell,False,False,False,False
32,ENSG00000205364,6.1136622,6.1251802,1.2269613399668728e-08,4.630042792327822e-08,1.0,1.0,53,0.0,basal cell,False,False,False,False
32,ENSG00000118515,6.0736437,4.6297603,1.4833332893783287e-08,5.586942709522895e-08,1.0,1.0,54,0.0,basal cell,False,False,False,False
32,ENSG00000120885,6.0554233,,1.615347726560073e-08,6.049991485243717e-08,1.0,1.0,55,0.0,basal cell,False,False,False,False
32,ENSG00000136244,5.9817142,,2.302347121612407e-08,8.495745836208144e-08,1.0,1.0,56,0.0,basal cell,False,False,False,False
32,ENSG00000113140,5.913867,5.79461,3.164557775746328e-08,1.1570595158121859e-07,1.0,1.0,57,0.0,basal cell,False,False,False,False
32,ENSG00000205038,5.807788,6.360547,5.2153829672183556e-08,1.88280973545789e-07,1.0,1.0,58,0.0,basal cell,False,False,False,False
32,ENSG00000026025,5.789647,3.615124,5.632378093292e-08,2.0296857993845046e-07,1.0,1.0,59,0.0,basal cell,False,False,False,False
32,ENSG00000106809,5.711476,,8.163736266365003e-08,2.916786886988166e-07,1.0,1.0,60,0.0,basal cell,False,False,False,False
32,ENSG00000108821,5.695989,,8.756363882894605e-08,3.1216983539731214e-07,1.0,1.0,61,0.0,basal cell,False,False,False,False
32,ENSG00000112541,5.67973,,9.44800213340847e-08,3.362278339291271e-07,1.0,1.0,62,0.0,basal cell,False,False,False,False
32,ENSG00000204442,5.6774592,,9.542896769232148e-08,3.39001661429206e-07,1.0,1.0,63,0.0,basal cell,False,False,False,False
32,ENSG00000128918,5.6574006,6.536823,1.0472725944336857e-07,3.7006098743239777e-07,1.0,1.0,64,0.0,basal cell,False,False,False,False
32,ENSG00000075223,5.6198144,,1.244105490728023e-07,4.380653136366278e-07,1.0,1.0,65,0.0,basal cell,False,False,False,False
32,ENSG00000142156,5.6052933,,1.329293020938083e-07,4.6723832018913286e-07,1.0,1.0,66,0.0,basal cell,False,False,False,False
32,ENSG00000123358,5.587154,4.119113,1.443012317830756e-07,5.063201115195635e-07,1.0,1.0,67,0.0,basal cell,False,False,False,False
32,ENSG00000152952,5.5038457,,2.11317897253365e-07,7.337426987964063e-07,1.0,1.0,68,0.0,basal cell,False,False,False,False
32,ENSG00000185201,5.5017047,5.521298,2.1281819625289674e-07,7.376713908245987e-07,1.0,1.0,69,0.0,basal cell,False,False,False,False
32,ENSG00000154734,5.481698,7.53231,2.3357260938303977e-07,8.068138493369249e-07,1.0,1.0,70,0.0,basal cell,False,False,False,False
32,ENSG00000163739,5.460609,,2.5688849653943464e-07,8.827783386234868e-07,1.0,1.0,71,0.0,basal cell,False,False,False,False
32,ENSG00000165949,5.4376316,5.4865537,2.8431068021287083e-07,9.736667130577767e-07,1.0,1.0,72,0.0,basal cell,False,False,False,False
32,ENSG00000183783,5.401773,,3.3525633046339206e-07,1.1422702911870257e-06,1.0,1.0,73,0.0,basal cell,False,False,False,False
32,ENSG00000112769,5.35766,4.87044,4.0774144125315486e-07,1.3775048690984963e-06,1.0,1.0,74,0.0,basal cell,False,False,False,False
32,ENSG00000182621,5.315482,6.2034283,4.922184336747231e-07,1.6545157434444473e-06,1.0,1.0,75,0.0,basal cell,False,False,False,False
32,ENSG00000185070,5.266428,10.941328,6.127258968283607e-07,2.0492504910647515e-06,1.0,1.0,76,0.0,basal cell,False,False,False,False
32,ENSG00000173926,5.208673,5.87924,7.902265400586125e-07,2.6340884668620413e-06,1.0,1.0,77,0.0,basal cell,False,False,False,False
32,ENSG00000198467,5.183293,,8.825572650640048e-07,2.936962612525806e-06,1.0,1.0,78,0.0,basal cell,False,False,False,False
32,ENSG00000124107,5.1678505,,9.425261096364173e-07,3.1261230833712016e-06,1.0,1.0,79,0.0,basal cell,False,False,False,False
32,ENSG00000130066,5.162926,4.764676,9.624209145484245e-07,3.1763066486746685e-06,1.0,1.0,80,0.0,basal cell,False,False,False,False
32,ENSG00000162631,5.016612,,1.8243587666459511e-06,5.89453559497884e-06,1.0,1.0,81,0.0,basal cell,False,False,False,False
32,ENSG00000173068,4.994639,4.747742,2.003679824351506e-06,6.463483304359696e-06,1.0,1.0,82,0.0,basal cell,False,False,False,False
32,ENSG00000172201,4.9924192,,2.023319228065115e-06,6.505849607926415e-06,1.0,1.0,83,0.0,basal cell,False,False,False,False
32,ENSG00000124762,4.975097,,2.1781130202198175e-06,6.981131475063517e-06,1.0,1.0,84,0.0,basal cell,False,False,False,False
32,ENSG00000286533,4.9643097,5.8791323,2.282791834818695e-06,7.293264647983051e-06,1.0,1.0,85,0.0,basal cell,False,False,False,False
32,ENSG00000211937,4.9515767,,2.4122210523208354e-06,7.670019244263388e-06,1.0,1.0,86,0.0,basal cell,False,False,False,False
32,ENSG00000196616,4.888993,5.7932014,3.144766503327821e-06,9.951792732050066e-06,1.0,1.0,87,0.0,basal cell,False,False,False,False
32,ENSG00000250722,4.884227,6.452119,3.2079509834598976e-06,1.0135706108878033e-05,1.0,1.0,88,0.0,basal cell,False,False,False,False
32,ENSG00000149021,4.871328,,3.3809091173424e-06,1.0665328445875078e-05,1.0,1.0,89,0.0,basal cell,False,False,False,False
32,ENSG00000140563,4.8685813,5.108971,3.4286515974674834e-06,1.0781923262476363e-05,1.0,1.0,90,0.0,basal cell,False,False,False,False
32,ENSG00000169760,4.8652625,,3.478279544438271e-06,1.0920814896195513e-05,1.0,1.0,91,0.0,basal cell,False,False,False,False
32,ENSG00000164692,4.859063,,3.5666604748459115e-06,1.1180753839642356e-05,1.0,1.0,92,0.0,basal cell,False,False,False,False
32,ENSG00000165966,4.8365006,6.905252,3.928605679023632e-06,1.2238646975151503e-05,1.0,1.0,93,0.0,basal cell,False,False,False,False
32,ENSG00000197632,4.824208,,4.13798721117711e-06,1.2870877795263172e-05,1.0,1.0,94,0.0,basal cell,False,False,False,False
32,ENSG00000105974,4.823263,5.1181045,4.144674948790753e-06,1.2871661331648302e-05,1.0,1.0,95,0.0,basal cell,False,False,False,False
32,ENSG00000142871,4.7980237,,4.613756846357234e-06,1.4261999525061e-05,1.0,1.0,96,0.0,basal cell,False,False,False,False
32,ENSG00000081041,4.779004,4.3995194,4.994233546739262e-06,1.536687245150542e-05,1.0,1.0,97,0.0,basal cell,False,False,False,False
32,ENSG00000211945,4.676603,,7.65430130510709e-06,2.3230049484391776e-05,1.0,1.0,98,0.0,basal cell,False,False,False,False
32,ENSG00000244437,4.6530213,,8.435042907868772e-06,2.5483513316824085e-05,1.0,1.0,99,0.0,basal cell,False,False,False,False
32,ENSG00000285744,4.6511197,5.835465,8.497865621833463e-06,2.5600785732707145e-05,1.0,1.0,100,0.0,basal cell,False,False,False,False
34,ENSG00000105835,77.20851,7.781529,0.0,0.0,1.0,1.0,1,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000122862,68.991425,5.4743876,0.0,0.0,1.0,1.0,2,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000143546,61.113853,,0.0,0.0,1.0,1.0,3,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000158869,61.067196,6.421641,0.0,0.0,1.0,1.0,4,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000163220,59.5836,,0.0,0.0,1.0,1.0,5,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000130066,59.574898,,0.0,0.0,1.0,1.0,6,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000011600,58.799736,5.3810406,0.0,0.0,1.0,1.0,7,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000167996,56.785225,,0.0,0.0,1.0,1.0,8,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000155307,50.63812,6.251695,0.0,0.0,1.0,1.0,9,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000204482,49.29455,12.042498,0.0,0.0,1.0,1.0,10,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000011422,48.112877,,0.0,0.0,1.0,1.0,11,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000204472,47.88009,7.8159757,0.0,0.0,1.0,1.0,12,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000087086,46.227596,,0.0,0.0,1.0,1.0,13,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000112096,45.546658,,0.0,0.0,1.0,1.0,14,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000151726,45.219967,7.296928,0.0,0.0,1.0,1.0,15,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000216490,44.83268,5.1126175,0.0,0.0,1.0,1.0,16,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000085265,44.105076,,0.0,0.0,1.0,1.0,17,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000169554,44.011105,4.3647585,0.0,0.0,1.0,1.0,18,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000140379,43.994427,15.537986,0.0,0.0,1.0,1.0,19,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000197405,43.269096,10.435484,1.194242289587068e-305,8.530302068479058e-305,1.0,1.0,20,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000090382,43.064552,5.4640303,5.361684790969118e-305,3.816145758696882e-304,1.0,1.0,21,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000101336,42.150433,9.177701,1.7462015438724622e-293,1.1919464463293258e-292,1.0,1.0,22,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000018280,40.662678,5.233172,7.456099877149973e-279,4.779551203301264e-278,1.0,1.0,23,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000196154,40.364906,7.5655127,6.501842861837306e-277,4.076390508988907e-276,1.0,1.0,24,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000038427,39.397324,,2.603530841905209e-264,1.5360063964042532e-263,1.0,1.0,25,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000145819,39.019768,4.91443,2.382283075528847e-261,1.3890863414162374e-260,1.0,1.0,26,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000043462,38.913296,9.546932,2.0716573792844347e-259,1.2009607995851795e-258,1.0,1.0,27,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000081237,38.447605,4.428513,6.499138813840968e-257,3.724434850338663e-256,1.0,1.0,28,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000103569,37.469444,,9.777584905741468e-244,5.299504013952015e-243,1.0,1.0,29,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000163563,37.225323,11.460348,1.9590682588977208e-241,1.0448364047454512e-240,1.0,1.0,30,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000197249,37.086735,5.0530887,9.010750016272196e-242,4.8444892560603207e-241,1.0,1.0,31,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000119535,37.028084,,3.3788564202948014e-239,1.7830376888099216e-238,1.0,1.0,32,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000198814,36.618484,8.206268,2.5360134157241734e-235,1.3038629386756676e-234,1.0,1.0,33,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000185201,36.257603,,9.304159922345263e-232,4.6872342178061777e-231,1.0,1.0,34,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000116741,35.357635,7.173482,1.719969807270788e-222,8.209879748309251e-222,1.0,1.0,35,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000140678,34.85272,7.904167,4.5024175642253725e-217,2.1039334412268095e-216,1.0,1.0,36,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000115956,34.60623,,1.6139377325724487e-214,7.454677748602534e-214,1.0,1.0,37,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000170345,33.84933,4.4890857,1.5303326798796438e-208,6.816626636434938e-208,1.0,1.0,38,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000127507,33.763206,,7.575246472514673e-206,3.344479678814425e-205,1.0,1.0,39,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000245532,33.71261,3.9482157,8.419794602427263e-208,3.733833526575283e-207,1.0,1.0,40,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000163221,33.538696,,2.219119346920871e-203,9.690477497471051e-203,1.0,1.0,41,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000115590,33.29308,,5.012367290973016e-201,2.1698559701181887e-200,1.0,1.0,42,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000166501,33.10301,8.708844,8.631044122925917e-200,3.6884803944127846e-199,1.0,1.0,43,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000176788,32.922848,,1.0142115625597324e-197,4.3066308388948293e-197,1.0,1.0,44,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000123689,31.63432,,9.863244628761352e-185,3.945297851504541e-184,1.0,1.0,45,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000170458,31.177649,6.6782618,1.2133723407511848e-180,4.7490111183999406e-180,1.0,1.0,46,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000125538,30.888351,,1.2074376316224341e-177,4.661921357615575e-177,1.0,1.0,47,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000082074,30.868639,,6.617597653094062e-178,2.55999909210602e-177,1.0,1.0,48,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000169429,30.506426,,4.832005738663899e-174,1.8233983919486413e-173,1.0,1.0,49,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000137393,29.934088,5.5144,1.4245623145279309e-168,5.276156720473818e-168,1.0,1.0,50,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000143226,29.871204,5.6926284,4.908120447489556e-168,1.811114556269209e-167,1.0,1.0,51,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000102265,29.255503,,1.3216767310965917e-162,4.762799030978709e-162,1.0,1.0,52,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000115919,29.133377,6.4611063,3.9641279260997676e-161,1.41575997360706e-160,1.0,1.0,53,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000184588,28.826395,5.0762258,3.335916775307764e-158,1.1725542268217096e-157,1.0,1.0,54,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000165168,28.708656,4.882205,3.61988937147094e-157,1.2634866916128938e-156,1.0,1.0,55,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000128383,28.689205,,2.1405864847464766e-156,7.458489493890162e-156,1.0,1.0,56,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000162711,28.418621,,5.33348237972884e-154,1.8391318550789103e-153,1.0,1.0,57,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000059804,28.324347,4.651389,1.0887922568063171e-153,3.747993999333278e-153,1.0,1.0,58,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000197329,28.166534,4.987027,5.416876428296864e-152,1.851923565229697e-151,1.0,1.0,59,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000175471,28.015602,5.036361,1.2073373557891204e-150,4.0926690026749844e-150,1.0,1.0,60,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000166523,27.899178,,4.081712728606732e-149,1.3743140500359366e-148,1.0,1.0,61,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000111913,27.88539,,2.2828387972208966e-149,7.71229323385438e-149,1.0,1.0,62,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000248323,27.84634,,1.0412220274454003e-148,3.499905974606388e-148,1.0,1.0,63,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000137801,27.255781,7.088354,1.9805877648361216e-143,6.493730376511874e-143,1.0,1.0,64,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000186431,26.897776,,6.285050196811614e-140,2.004800700737357e-139,1.0,1.0,65,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000183023,26.72631,3.8203351,5.669713245025218e-139,1.7942130522231702e-138,1.0,1.0,66,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000124882,26.168093,,1.6321416645788604e-133,5.029712371583545e-133,1.0,1.0,67,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000100906,26.094091,5.42595,2.750853462930128e-133,8.46416450132347e-133,1.0,1.0,68,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000188641,24.852959,3.049317,1.8230664848660593e-122,5.369857098279998e-122,1.0,1.0,69,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000101439,24.847046,,1.983243068531738e-122,5.833067848622758e-122,1.0,1.0,70,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000158517,24.45606,,1.4603631354482057e-118,4.2146122235157455e-118,1.0,1.0,71,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000110077,24.08439,5.16224,1.6101382790006888e-115,4.587288544161507e-115,1.0,1.0,72,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000128512,23.948195,3.1911578,1.6304302629551e-114,4.599239105656135e-114,1.0,1.0,73,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000198223,23.788208,5.7143536,6.053068890565168e-113,1.686091612970799e-112,1.0,1.0,74,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000140749,23.660067,5.5122457,6.790618950994911e-112,1.883666838001362e-111,1.0,1.0,75,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000076641,23.638775,4.4172945,8.648239724960894e-112,2.3956342728423532e-111,1.0,1.0,76,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000112149,23.199722,3.993785,3.3607643202103762e-108,9.046471925196168e-108,1.0,1.0,77,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000121552,22.656279,,1.1944386212194917e-103,3.1227153495934425e-103,1.0,1.0,78,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000128918,22.335526,,7.949260133681502e-101,2.056729659426003e-100,1.0,1.0,79,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000253736,22.236732,4.9800725,3.480160032501126e-100,8.95794088159878e-100,1.0,1.0,80,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000118503,22.193071,4.054406,5.943453367087305e-100,1.5259187078529668e-99,1.0,1.0,81,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000204103,22.147427,6.31985,1.905227972634123e-99,4.878944872302492e-99,1.0,1.0,82,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000183486,21.78096,,1.8547085710601618e-96,4.665933512101036e-96,1.0,1.0,83,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000158825,21.583649,,8.661058098681899e-95,2.170691252802481e-94,1.0,1.0,84,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000146592,21.46432,7.1885843,5.676053859907772e-94,1.4190134649769432e-93,1.0,1.0,85,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000166825,21.279144,5.636676,1.6967360364106855e-92,4.215493258163193e-92,1.0,1.0,86,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000109321,21.255474,5.8973875,2.280688959291217e-92,5.6522650787886425e-92,1.0,1.0,87,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000203710,21.016115,,2.3591152955718437e-90,5.789239989133358e-90,1.0,1.0,88,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000188404,20.674116,,9.535106318605517e-88,2.308742450025549e-87,1.0,1.0,89,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000257764,20.6436,4.744453,1.4001125584548396e-87,3.386003768935525e-87,1.0,1.0,90,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000170542,20.334997,4.893769,2.8473672123631436e-85,6.803744832408944e-85,1.0,1.0,91,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000123610,20.331692,,4.017547565552263e-85,9.576990621101937e-85,1.0,1.0,92,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000185215,19.843493,,1.5677004079713695e-81,3.6800479060360784e-81,1.0,1.0,93,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000114013,19.697039,4.3825183,1.9306987165032796e-80,4.505714624278365e-80,1.0,1.0,94,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000145416,19.692684,4.9189696,2.0183936223697823e-80,4.704880238624202e-80,1.0,1.0,95,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000120594,19.534594,2.494493,1.8041440383452864e-79,4.1810985824919734e-79,1.0,1.0,96,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000075884,19.438276,3.7192767,1.2273687718864248e-78,2.8280386448995963e-78,1.0,1.0,97,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000162747,19.265364,,3.8490489465504274e-77,8.787782982991843e-77,1.0,1.0,98,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000286076,19.12178,,4.168705863033269e-76,9.442142385126317e-76,1.0,1.0,99,0.0,intermediate monocyte,True,True,True,True
34,ENSG00000197766,18.75927,4.51331,1.0461384076440335e-73,2.345601810861062e-73,1.0,1.0,100,0.0,intermediate monocyte,True,True,True,True
35,ENSG00000075884,21.860106,6.619003,1.31038655252654e-51,1.5326158509082338e-50,1.0,1.0,1,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
35,ENSG00000141293,19.313154,8.529113,5.717349010705426e-45,5.894174237840645e-44,1.0,1.0,2,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
35,ENSG00000081237,17.007544,4.804902,9.085462710500786e-39,8.004812960793644e-38,1.0,1.0,3,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
35,ENSG00000144642,15.201265,4.9876857,1.0914918565341406e-33,8.494100050849343e-33,1.0,1.0,4,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
35,ENSG00000185532,15.014533,5.0270863,3.7917660751566846e-33,2.916743134735911e-32,1.0,1.0,5,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
35,ENSG00000188641,14.9720745,4.1643004,4.891491553382848e-33,3.733963017849502e-32,1.0,1.0,6,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
35,ENSG00000113448,13.83486,4.967422,8.493920903284589e-30,6.132794876017754e-29,1.0,1.0,7,0.0,"CD4-positive, alpha-beta T cell",False,False,False,False
